"sampid","organism"
"dzd-434","Escherichia coli"
"dzd-434","Escherichia coli"
"dzd-434","Escherichia coli"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-434","Morganella morganii"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-435","Escherichia coli"
"dzd-436",NULL
"dzd-437","Staphylococcus capitis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Proteus mirabilis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus epidermidis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-437","Staphylococcus capitis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-438","Staphylococcus epidermidis"
"dzd-439",NULL
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Staphylococcus epidermidis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-44","Proteus mirabilis"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-440","Staphylococcus aureus"
"dzd-441","Staphylococcus aureus"
"dzd-441","Staphylococcus aureus"
"dzd-441","Staphylococcus aureus"
"dzd-441","Staphylococcus aureus"
"dzd-441","Staphylococcus aureus"
"dzd-441","Staphylococcus aureus"
"dzd-441","Staphylococcus aureus"
"dzd-441","Staphylococcus aureus"
"dzd-441","Staphylococcus aureus"
"dzd-442",NULL
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-443","Staphylococcus lugdunensis"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-444","Staphylococcus aureus"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-445","Escherichia coli"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-446","Staphylococcus epidermidis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-447","Staphylococcus lugdunensis"
"dzd-448",NULL
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-449","Escherichia coli"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-45","Staphylococcus epidermidis"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-450","Escherichia coli"
"dzd-451","Enterococcus faecium"
"dzd-451","Enterococcus faecium"
"dzd-451","Enterococcus faecium"
"dzd-451","Enterococcus faecium"
"dzd-451","Enterococcus faecium"
"dzd-451","Enterococcus faecium"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-452","Acinetobacter baumannii complex"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-453","Escherichia coli"
"dzd-454",NULL
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-455","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-456","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-457","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-458","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-459","Escherichia coli"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-46","Oxacillin-resistant S. aureus"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-460","Klebsiella pneumoniae"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-461","Escherichia coli"
"dzd-462",NULL
"dzd-463",NULL
"dzd-464",NULL
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-465","Staphylococcus aureus"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-466","Escherichia coli"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Proteus mirabilis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Proteus mirabilis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-467","Staphylococcus capitis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Staphylococcus epidermidis"
"dzd-467","Proteus mirabilis"
"dzd-467","Proteus mirabilis"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-468","Klebsiella pneumoniae"
"dzd-469",NULL
"dzd-47",NULL
"dzd-470",NULL
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-471","Staphylococcus aureus"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-472","Escherichia coli"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-473","Enterococcus faecalis"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-474","Pseudomonas aeruginosa"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-475","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-476","Escherichia coli"
"dzd-477","Escherichia coli"
"dzd-477","Escherichia coli"
"dzd-477","Escherichia coli"
"dzd-477","Escherichia coli"
"dzd-477","Escherichia coli"
"dzd-477","Escherichia coli"
"dzd-477","Escherichia coli"
